bill_id,bill_number,bioguide_id,vote_position,vote_date,roll_call_number,chamber,party,state,district
hr1-119,H.R. 1,P000603,Nay,2025-07-01,366,senate,R,KY,
hr1-119,H.R. 1,P000595,Yea,2025-07-01,366,senate,D,MI,
hr1-119,H.R. 1,R000122,Yea,2025-07-01,366,senate,D,RI,
hr1-119,H.R. 1,R000618,Nay,2025-07-01,366,senate,R,NE,
hr1-119,H.R. 1,R000584,Nay,2025-07-01,366,senate,R,ID,
hr1-119,H.R. 1,R000608,Yea,2025-07-01,366,senate,D,NV,
hr1-119,H.R. 1,R000605,Nay,2025-07-01,366,senate,R,SD,
hr1-119,H.R. 1,S000033,Yea,2025-07-01,366,senate,I,VT,
hr1-119,H.R. 1,S001194,Yea,2025-07-01,366,senate,D,HI,
hr1-119,H.R. 1,S001150,Yea,2025-07-01,366,senate,D,CA,
hr1-119,H.R. 1,S001227,Nay,2025-07-01,366,senate,R,MO,
hr1-119,H.R. 1,S000148,Yea,2025-07-01,366,senate,D,NY,
hr1-119,H.R. 1,S001217,Nay,2025-07-01,366,senate,R,FL,
hr1-119,H.R. 1,S001184,Nay,2025-07-01,366,senate,R,SC,
hr1-119,H.R. 1,S001181,Yea,2025-07-01,366,senate,D,NH,
hr1-119,H.R. 1,S001232,Nay,2025-07-01,366,senate,R,MT,
hr1-119,H.R. 1,S001208,Yea,2025-07-01,366,senate,D,MI,
hr1-119,H.R. 1,S001203,Yea,2025-07-01,366,senate,D,MN,
hr1-119,H.R. 1,S001198,Nay,2025-07-01,366,senate,R,AK,
hr1-119,H.R. 1,T000250,Nay,2025-07-01,366,senate,R,SD,
hr1-119,H.R. 1,T000476,Nay,2025-07-01,366,senate,R,NC,
hr1-119,H.R. 1,T000278,Nay,2025-07-01,366,senate,R,AL,
hr1-119,H.R. 1,V000128,Yea,2025-07-01,366,senate,D,MD,
hr1-119,H.R. 1,W000805,Yea,2025-07-01,366,senate,D,VA,
hr1-119,H.R. 1,W000790,Yea,2025-07-01,366,senate,D,GA,
hr1-119,H.R. 1,W000817,Yea,2025-07-01,366,senate,D,MA,
hr1-119,H.R. 1,W000800,Yea,2025-07-01,366,senate,D,VT,
hr1-119,H.R. 1,W000802,Yea,2025-07-01,366,senate,D,RI,
hr1-119,H.R. 1,W000437,Nay,2025-07-01,366,senate,R,MS,
hr1-119,H.R. 1,W000779,Yea,2025-07-01,366,senate,D,OR,
hr1-119,H.R. 1,Y000064,Nay,2025-07-01,366,senate,R,IN,
hr1-119,H.R. 1,A000382,Nay,2025-07-01,360,senate,D,MD,
hr1-119,H.R. 1,B001230,Nay,2025-07-01,360,senate,D,WI,
hr1-119,H.R. 1,B001299,Yea,2025-07-01,360,senate,R,IN,
hr1-119,H.R. 1,B001261,Yea,2025-07-01,360,senate,R,WY,
hr1-119,H.R. 1,B001267,Nay,2025-07-01,360,senate,D,CO,
hr1-119,H.R. 1,B001243,Yea,2025-07-01,360,senate,R,TN,
hr1-119,H.R. 1,B001277,Nay,2025-07-01,360,senate,D,CT,
hr1-119,H.R. 1,B001303,Nay,2025-07-01,360,senate,D,DE,
hr1-119,H.R. 1,B001288,Nay,2025-07-01,360,senate,D,NJ,
hr1-119,H.R. 1,B001236,Nay,2025-07-01,360,senate,R,AR,
hr1-119,H.R. 1,B001319,Yea,2025-07-01,360,senate,R,AL,
hr1-119,H.R. 1,F000463,Nay,2025-07-01,365,senate,R,NE,
hr1-119,H.R. 1,G000574,Yea,2025-07-01,365,senate,D,AZ,
hr1-119,H.R. 1,G000555,Yea,2025-07-01,365,senate,D,NY,
hr1-119,H.R. 1,G000359,Nay,2025-07-01,365,senate,R,SC,
hr1-119,H.R. 1,G000386,Nay,2025-07-01,365,senate,R,IA,
hr1-119,H.R. 1,H000601,Nay,2025-07-01,365,senate,R,TN,
hr1-119,H.R. 1,H001076,Yea,2025-07-01,365,senate,D,NH,
hr1-119,H.R. 1,H001089,Nay,2025-07-01,365,senate,R,MO,
hr1-119,H.R. 1,H001046,Yea,2025-07-01,365,senate,D,NM,
hr1-119,H.R. 1,H000273,Yea,2025-07-01,365,senate,D,CO,
hr1-119,H.R. 1,H001042,Yea,2025-07-01,365,senate,D,HI,
hr1-119,H.R. 1,H001061,Nay,2025-07-01,365,senate,R,ND,
hr1-119,H.R. 1,H001079,Nay,2025-07-01,365,senate,R,MS,
hr1-119,H.R. 1,J000293,Nay,2025-07-01,365,senate,R,WI,
hr1-119,H.R. 1,J000312,Nay,2025-07-01,365,senate,R,WV,
hr1-119,H.R. 1,K000384,Yea,2025-07-01,365,senate,D,VA,
hr1-119,H.R. 1,K000377,Yea,2025-07-01,365,senate,D,AZ,
hr1-119,H.R. 1,K000393,Nay,2025-07-01,365,senate,R,LA,
hr1-119,H.R. 1,K000394,Yea,2025-07-01,365,senate,D,NJ,
hr1-119,H.R. 1,K000383,Yea,2025-07-01,365,senate,I,ME,
hr1-119,H.R. 1,K000367,Yea,2025-07-01,363,senate,D,MN,
hr1-119,H.R. 1,L000575,Yea,2025-07-01,363,senate,R,OK,
hr1-119,H.R. 1,L000577,Yea,2025-07-01,363,senate,R,UT,
hr1-119,H.R. 1,L000570,Yea,2025-07-01,363,senate,D,NM,
hr1-119,H.R. 1,L000571,Yea,2025-07-01,363,senate,R,WY,
hr1-119,H.R. 1,M000133,Yea,2025-07-01,363,senate,D,MA,
hr1-119,H.R. 1,M001198,Yea,2025-07-01,363,senate,R,KS,
hr1-119,H.R. 1,M000355,Yea,2025-07-01,363,senate,R,KY,
hr1-119,H.R. 1,M001243,Yea,2025-07-01,363,senate,R,PA,
hr1-119,H.R. 1,M001176,Yea,2025-07-01,363,senate,D,OR,
hr1-119,H.R. 1,M001244,Yea,2025-07-01,363,senate,R,FL,
hr1-119,H.R. 1,M000934,Yea,2025-07-01,363,senate,R,KS,
hr1-119,H.R. 1,M001242,Yea,2025-07-01,363,senate,R,OH,
hr1-119,H.R. 1,M001190,Yea,2025-07-01,363,senate,R,OK,
hr1-119,H.R. 1,M001153,Yea,2025-07-01,363,senate,R,AK,
hr1-119,H.R. 1,M001169,Yea,2025-07-01,363,senate,D,CT,
hr1-119,H.R. 1,M001111,Yea,2025-07-01,363,senate,D,WA,
hr1-119,H.R. 1,O000174,Yea,2025-07-01,363,senate,D,GA,
hr1-119,H.R. 1,P000145,Yea,2025-07-01,363,senate,D,CA,
hr1-119,H.R. 1,P000603,Yea,2025-07-01,363,senate,R,KY,
hr1-119,H.R. 1,M000934,Nay,2025-07-01,365,senate,R,KS,
hr1-119,H.R. 1,M001242,Nay,2025-07-01,365,senate,R,OH,
hr1-119,H.R. 1,M001190,Nay,2025-07-01,365,senate,R,OK,
hr1-119,H.R. 1,M001153,Nay,2025-07-01,365,senate,R,AK,
hr1-119,H.R. 1,M001169,Yea,2025-07-01,365,senate,D,CT,
hr1-119,H.R. 1,M001111,Yea,2025-07-01,365,senate,D,WA,
hr1-119,H.R. 1,O000174,Yea,2025-07-01,365,senate,D,GA,
hr1-119,H.R. 1,P000145,Yea,2025-07-01,365,senate,D,CA,
hr1-119,H.R. 1,P000603,Nay,2025-07-01,365,senate,R,KY,
hr1-119,H.R. 1,P000595,Yea,2025-07-01,365,senate,D,MI,
hr1-119,H.R. 1,R000122,Yea,2025-07-01,365,senate,D,RI,
hr1-119,H.R. 1,R000618,Nay,2025-07-01,365,senate,R,NE,
hr1-119,H.R. 1,R000584,Nay,2025-07-01,365,senate,R,ID,
hr1-119,H.R. 1,R000608,Yea,2025-07-01,365,senate,D,NV,
hr1-119,H.R. 1,R000605,Nay,2025-07-01,365,senate,R,SD,
hr1-119,H.R. 1,S000033,Yea,2025-07-01,365,senate,I,VT,
hr1-119,H.R. 1,S001194,Yea,2025-07-01,365,senate,D,HI,
hr1-119,H.R. 1,S001150,Yea,2025-07-01,365,senate,D,CA,
hr1-119,H.R. 1,S001227,Nay,2025-07-01,365,senate,R,MO,
hr1-119,H.R. 1,S000148,Yea,2025-07-01,365,senate,D,NY,
hr1-119,H.R. 1,S001217,Nay,2025-07-01,365,senate,R,FL,
hr1-119,H.R. 1,S001184,Nay,2025-07-01,365,senate,R,SC,
hr1-119,H.R. 1,S001181,Yea,2025-07-01,365,senate,D,NH,
hr1-119,H.R. 1,S001232,Nay,2025-07-01,365,senate,R,MT,
hr1-119,H.R. 1,S001208,Yea,2025-07-01,365,senate,D,MI,
hr1-119,H.R. 1,S001203,Yea,2025-07-01,365,senate,D,MN,
hr1-119,H.R. 1,S001198,Nay,2025-07-01,365,senate,R,AK,
hr1-119,H.R. 1,T000250,Nay,2025-07-01,365,senate,R,SD,
hr1-119,H.R. 1,T000476,Nay,2025-07-01,365,senate,R,NC,
hr1-119,H.R. 1,T000278,Nay,2025-07-01,365,senate,R,AL,
hr1-119,H.R. 1,V000128,Yea,2025-07-01,365,senate,D,MD,
hr1-119,H.R. 1,W000805,Yea,2025-07-01,365,senate,D,VA,
hr1-119,H.R. 1,W000790,Yea,2025-07-01,365,senate,D,GA,
hr1-119,H.R. 1,W000817,Yea,2025-07-01,365,senate,D,MA,
hr1-119,H.R. 1,W000800,Yea,2025-07-01,365,senate,D,VT,
hr1-119,H.R. 1,W000802,Yea,2025-07-01,365,senate,D,RI,
hr1-119,H.R. 1,W000437,Nay,2025-07-01,365,senate,R,MS,
hr1-119,H.R. 1,W000779,Yea,2025-07-01,365,senate,D,OR,
hr1-119,H.R. 1,Y000064,Nay,2025-07-01,365,senate,R,IN,
hr1-119,H.R. 1,K000367,Nay,2025-07-01,356,senate,D,MN,
hr1-119,H.R. 1,L000575,Yea,2025-07-01,356,senate,R,OK,
hr1-119,H.R. 1,L000577,Yea,2025-07-01,356,senate,R,UT,
hr1-119,H.R. 1,G000359,Nay,2025-07-01,364,senate,R,SC,
hr1-119,H.R. 1,G000386,Nay,2025-07-01,364,senate,R,IA,
hr1-119,H.R. 1,H000601,Nay,2025-07-01,364,senate,R,TN,
hr1-119,H.R. 1,H001076,Yea,2025-07-01,364,senate,D,NH,
hr1-119,H.R. 1,H001089,Nay,2025-07-01,364,senate,R,MO,
hr1-119,H.R. 1,H001046,Yea,2025-07-01,364,senate,D,NM,
hr1-119,H.R. 1,H000273,Yea,2025-07-01,364,senate,D,CO,
hr1-119,H.R. 1,H001042,Yea,2025-07-01,364,senate,D,HI,
hr1-119,H.R. 1,H001061,Nay,2025-07-01,364,senate,R,ND,
hr1-119,H.R. 1,H001104,Nay,2025-07-01,364,senate,R,OH,
hr1-119,H.R. 1,H001079,Nay,2025-07-01,364,senate,R,MS,
hr1-119,H.R. 1,J000293,Nay,2025-07-01,364,senate,R,WI,
hr1-119,H.R. 1,J000312,Nay,2025-07-01,364,senate,R,WV,
hr1-119,H.R. 1,K000384,Yea,2025-07-01,364,senate,D,VA,
hr1-119,H.R. 1,K000377,Yea,2025-07-01,364,senate,D,AZ,
hr1-119,H.R. 1,K000393,Nay,2025-07-01,364,senate,R,LA,
hr1-119,H.R. 1,K000394,Yea,2025-07-01,364,senate,D,NJ,
hr1-119,H.R. 1,K000383,Yea,2025-07-01,364,senate,I,ME,
hr1-119,H.R. 1,A000382,Yea,2025-07-01,359,senate,D,MD,
hr1-119,H.R. 1,B001230,Yea,2025-07-01,359,senate,D,WI,
hr1-119,H.R. 1,B001299,Nay,2025-07-01,359,senate,R,IN,
hr1-119,H.R. 1,B001261,Nay,2025-07-01,359,senate,R,WY,
hr1-119,H.R. 1,B001267,Yea,2025-07-01,359,senate,D,CO,
hr1-119,H.R. 1,B001243,Nay,2025-07-01,359,senate,R,TN,
hr1-119,H.R. 1,B001277,Yea,2025-07-01,359,senate,D,CT,
hr1-119,H.R. 1,B001303,Yea,2025-07-01,359,senate,D,DE,
hr1-119,H.R. 1,B001288,Yea,2025-07-01,359,senate,D,NJ,
hr1-119,H.R. 1,B001236,Nay,2025-07-01,359,senate,R,AR,
hr1-119,H.R. 1,B001319,Nay,2025-07-01,359,senate,R,AL,
hr1-119,H.R. 1,B001305,Nay,2025-07-01,359,senate,R,NC,
hr1-119,H.R. 1,C000127,Yea,2025-07-01,359,senate,D,WA,
hr1-119,H.R. 1,C001047,Nay,2025-07-01,359,senate,R,WV,
hr1-119,H.R. 1,C001075,Nay,2025-07-01,359,senate,R,LA,
hr1-119,H.R. 1,C001035,Yea,2025-07-01,359,senate,R,ME,
hr1-119,H.R. 1,C001088,Yea,2025-07-01,359,senate,D,DE,
hr1-119,H.R. 1,C001056,Nay,2025-07-01,359,senate,R,TX,
hr1-119,H.R. 1,C001113,Yea,2025-07-01,359,senate,D,NV,
hr1-119,H.R. 1,C001095,Nay,2025-07-01,359,senate,R,AR,
hr1-119,H.R. 1,C001096,Nay,2025-07-01,359,senate,R,ND,
hr1-119,H.R. 1,C000880,Nay,2025-07-01,359,senate,R,ID,
hr1-119,H.R. 1,C001098,Nay,2025-07-01,359,senate,R,TX,
hr1-119,H.R. 1,C001114,Nay,2025-07-01,359,senate,R,UT,
hr1-119,H.R. 1,M001243,Nay,2025-07-01,364,senate,R,PA,
hr1-119,H.R. 1,M001176,Yea,2025-07-01,364,senate,D,OR,
hr1-119,H.R. 1,M001244,Nay,2025-07-01,364,senate,R,FL,
hr1-119,H.R. 1,M000934,Nay,2025-07-01,364,senate,R,KS,
hr1-119,H.R. 1,M001242,Nay,2025-07-01,364,senate,R,OH,
hr1-119,H.R. 1,M001190,Nay,2025-07-01,364,senate,R,OK,
hr1-119,H.R. 1,M001153,Nay,2025-07-01,364,senate,R,AK,
hr1-119,H.R. 1,M001169,Yea,2025-07-01,364,senate,D,CT,
hr1-119,H.R. 1,M001111,Yea,2025-07-01,364,senate,D,WA,
hr1-119,H.R. 1,O000174,Yea,2025-07-01,364,senate,D,GA,
hr1-119,H.R. 1,P000145,Yea,2025-07-01,364,senate,D,CA,
hr1-119,H.R. 1,P000603,Nay,2025-07-01,364,senate,R,KY,
hr1-119,H.R. 1,P000595,Yea,2025-07-01,364,senate,D,MI,
hr1-119,H.R. 1,R000122,Yea,2025-07-01,364,senate,D,RI,
hr1-119,H.R. 1,R000618,Nay,2025-07-01,364,senate,R,NE,
hr1-119,H.R. 1,R000584,Nay,2025-07-01,364,senate,R,ID,
hr1-119,H.R. 1,R000608,Yea,2025-07-01,364,senate,D,NV,
hr1-119,H.R. 1,R000605,Nay,2025-07-01,364,senate,R,SD,
hr1-119,H.R. 1,S000033,Yea,2025-07-01,364,senate,I,VT,
hr1-119,H.R. 1,S001194,Yea,2025-07-01,364,senate,D,HI,
hr1-119,H.R. 1,S001150,Yea,2025-07-01,364,senate,D,CA,
hr1-119,H.R. 1,S001227,Nay,2025-07-01,364,senate,R,MO,
hr1-119,H.R. 1,S000148,Yea,2025-07-01,364,senate,D,NY,
hr1-119,H.R. 1,S001217,Nay,2025-07-01,364,senate,R,FL,
hr1-119,H.R. 1,S001184,Nay,2025-07-01,364,senate,R,SC,
hr1-119,H.R. 1,S001181,Yea,2025-07-01,364,senate,D,NH,
hr1-119,H.R. 1,S001232,Nay,2025-07-01,364,senate,R,MT,
hr1-119,H.R. 1,S001208,Yea,2025-07-01,364,senate,D,MI,
hr1-119,H.R. 1,S001203,Yea,2025-07-01,364,senate,D,MN,
hr1-119,H.R. 1,S001198,Nay,2025-07-01,364,senate,R,AK,
hr1-119,H.R. 1,T000250,Nay,2025-07-01,364,senate,R,SD,
hr1-119,H.R. 1,T000476,Nay,2025-07-01,364,senate,R,NC,
hr1-119,H.R. 1,T000278,Nay,2025-07-01,364,senate,R,AL,
hr1-119,H.R. 1,V000128,Yea,2025-07-01,364,senate,D,MD,
hr1-119,H.R. 1,W000805,Yea,2025-07-01,364,senate,D,VA,
hr1-119,H.R. 1,W000790,Yea,2025-07-01,364,senate,D,GA,
hr1-119,H.R. 1,W000817,Yea,2025-07-01,364,senate,D,MA,
hr1-119,H.R. 1,W000800,Yea,2025-07-01,364,senate,D,VT,
hr1-119,H.R. 1,W000802,Yea,2025-07-01,364,senate,D,RI,
hr1-119,H.R. 1,W000437,Nay,2025-07-01,364,senate,R,MS,
hr1-119,H.R. 1,W000779,Yea,2025-07-01,364,senate,D,OR,
hr1-119,H.R. 1,Y000064,Nay,2025-07-01,364,senate,R,IN,
hr1-119,H.R. 1,F000463,Yea,2025-07-01,363,senate,R,NE,
hr1-119,H.R. 1,G000574,Yea,2025-07-01,363,senate,D,AZ,
hr1-119,H.R. 1,G000555,Yea,2025-07-01,363,senate,D,NY,
hr1-119,H.R. 1,G000359,Yea,2025-07-01,363,senate,R,SC,
hr1-119,H.R. 1,G000386,Yea,2025-07-01,363,senate,R,IA,
hr1-119,H.R. 1,H000601,Yea,2025-07-01,363,senate,R,TN,
hr1-119,H.R. 1,H001076,Yea,2025-07-01,363,senate,D,NH,
hr1-119,H.R. 1,H001089,Yea,2025-07-01,363,senate,R,MO,
hr1-119,H.R. 1,H001046,Yea,2025-07-01,363,senate,D,NM,
hr1-119,H.R. 1,H000273,Yea,2025-07-01,363,senate,D,CO,
hr1-119,H.R. 1,H001042,Yea,2025-07-01,363,senate,D,HI,
hr1-119,H.R. 1,H001061,Yea,2025-07-01,363,senate,R,ND,
hr1-119,H.R. 1,H001104,Yea,2025-07-01,363,senate,R,OH,
hr1-119,H.R. 1,H001079,Yea,2025-07-01,363,senate,R,MS,
hr1-119,H.R. 1,J000293,Yea,2025-07-01,363,senate,R,WI,
hr1-119,H.R. 1,J000312,Yea,2025-07-01,363,senate,R,WV,
hr1-119,H.R. 1,K000384,Yea,2025-07-01,363,senate,D,VA,
hr1-119,H.R. 1,K000377,Yea,2025-07-01,363,senate,D,AZ,
hr1-119,H.R. 1,K000393,Yea,2025-07-01,363,senate,R,LA,
hr1-119,H.R. 1,K000394,Yea,2025-07-01,363,senate,D,NJ,
hr1-119,H.R. 1,K000383,Yea,2025-07-01,363,senate,I,ME,
hr1-119,H.R. 1,K000367,Nay,2025-07-01,360,senate,D,MN,
hr1-119,H.R. 1,L000575,Yea,2025-07-01,360,senate,R,OK,
hr1-119,H.R. 1,L000577,Yea,2025-07-01,360,senate,R,UT,
hr1-119,H.R. 1,L000570,Nay,2025-07-01,360,senate,D,NM,
hr1-119,H.R. 1,L000571,Yea,2025-07-01,360,senate,R,WY,
hr1-119,H.R. 1,M000133,Nay,2025-07-01,360,senate,D,MA,
hr1-119,H.R. 1,M001198,Nay,2025-07-01,360,senate,R,KS,
hr1-119,H.R. 1,M000355,Nay,2025-07-01,360,senate,R,KY,
hr1-119,H.R. 1,M001243,Nay,2025-07-01,360,senate,R,PA,
hr1-119,H.R. 1,M001176,Nay,2025-07-01,360,senate,D,OR,
hr1-119,H.R. 1,M001244,Nay,2025-07-01,360,senate,R,FL,
hr1-119,H.R. 1,M000934,Nay,2025-07-01,360,senate,R,KS,
hr1-119,H.R. 1,M001242,Yea,2025-07-01,360,senate,R,OH,
hr1-119,H.R. 1,M001190,Nay,2025-07-01,360,senate,R,OK,
hr1-119,H.R. 1,M001153,Nay,2025-07-01,360,senate,R,AK,
hr1-119,H.R. 1,M001169,Nay,2025-07-01,360,senate,D,CT,
hr1-119,H.R. 1,M001111,Nay,2025-07-01,360,senate,D,WA,
hr1-119,H.R. 1,O000174,Nay,2025-07-01,360,senate,D,GA,
hr1-119,H.R. 1,P000145,Nay,2025-07-01,360,senate,D,CA,
hr1-119,H.R. 1,P000603,Yea,2025-07-01,360,senate,R,KY,
hr1-119,H.R. 1,P000595,Yea,2025-07-01,363,senate,D,MI,
hr1-119,H.R. 1,R000122,Yea,2025-07-01,363,senate,D,RI,
hr1-119,H.R. 1,R000618,Yea,2025-07-01,363,senate,R,NE,
hr1-119,H.R. 1,R000584,Yea,2025-07-01,363,senate,R,ID,
hr1-119,H.R. 1,R000608,Yea,2025-07-01,363,senate,D,NV,
hr1-119,H.R. 1,R000605,Yea,2025-07-01,363,senate,R,SD,
hr1-119,H.R. 1,S000033,Yea,2025-07-01,363,senate,I,VT,
hr1-119,H.R. 1,S001194,Yea,2025-07-01,363,senate,D,HI,
hr1-119,H.R. 1,S001150,Yea,2025-07-01,363,senate,D,CA,
hr1-119,H.R. 1,S001227,Yea,2025-07-01,363,senate,R,MO,
hr1-119,H.R. 1,S000148,Yea,2025-07-01,363,senate,D,NY,
hr1-119,H.R. 1,S001217,Yea,2025-07-01,363,senate,R,FL,
hr1-119,H.R. 1,S001184,Yea,2025-07-01,363,senate,R,SC,
hr1-119,H.R. 1,S001181,Yea,2025-07-01,363,senate,D,NH,
hr1-119,H.R. 1,S001232,Yea,2025-07-01,363,senate,R,MT,
hr1-119,H.R. 1,S001208,Yea,2025-07-01,363,senate,D,MI,
hr1-119,H.R. 1,S001203,Yea,2025-07-01,363,senate,D,MN,
hr1-119,H.R. 1,S001198,Yea,2025-07-01,363,senate,R,AK,
hr1-119,H.R. 1,T000250,Yea,2025-07-01,363,senate,R,SD,
hr1-119,H.R. 1,T000476,Nay,2025-07-01,363,senate,R,NC,
hr1-119,H.R. 1,T000278,Yea,2025-07-01,363,senate,R,AL,
hr1-119,H.R. 1,V000128,Yea,2025-07-01,363,senate,D,MD,
hr1-119,H.R. 1,W000805,Yea,2025-07-01,363,senate,D,VA,
hr1-119,H.R. 1,W000790,Yea,2025-07-01,363,senate,D,GA,
hr1-119,H.R. 1,W000817,Yea,2025-07-01,363,senate,D,MA,
hr1-119,H.R. 1,W000800,Yea,2025-07-01,363,senate,D,VT,
hr1-119,H.R. 1,W000802,Yea,2025-07-01,363,senate,D,RI,
hr1-119,H.R. 1,W000437,Yea,2025-07-01,363,senate,R,MS,
hr1-119,H.R. 1,W000779,Yea,2025-07-01,363,senate,D,OR,
hr1-119,H.R. 1,Y000064,Yea,2025-07-01,363,senate,R,IN,
hr1-119,H.R. 1,A000382,Nay,2025-07-01,356,senate,D,MD,
hr1-119,H.R. 1,B001230,Nay,2025-07-01,356,senate,D,WI,
hr1-119,H.R. 1,B001299,Yea,2025-07-01,356,senate,R,IN,
hr1-119,H.R. 1,B001261,Yea,2025-07-01,356,senate,R,WY,
hr1-119,H.R. 1,B001267,Nay,2025-07-01,356,senate,D,CO,
hr1-119,H.R. 1,B001243,Yea,2025-07-01,356,senate,R,TN,
hr1-119,H.R. 1,B001277,Nay,2025-07-01,356,senate,D,CT,
hr1-119,H.R. 1,B001303,Nay,2025-07-01,356,senate,D,DE,
hr1-119,H.R. 1,B001288,Nay,2025-07-01,356,senate,D,NJ,
hr1-119,H.R. 1,B001236,Yea,2025-07-01,356,senate,R,AR,
hr1-119,H.R. 1,B001319,Yea,2025-07-01,356,senate,R,AL,
hr1-119,H.R. 1,B001305,Yea,2025-07-01,356,senate,R,NC,
hr1-119,H.R. 1,A000382,Yea,2025-07-01,362,senate,D,MD,
hr1-119,H.R. 1,B001230,Yea,2025-07-01,362,senate,D,WI,
hr1-119,H.R. 1,B001299,Nay,2025-07-01,362,senate,R,IN,
hr1-119,H.R. 1,B001261,Nay,2025-07-01,362,senate,R,WY,
hr1-119,H.R. 1,B001267,Yea,2025-07-01,362,senate,D,CO,
hr1-119,H.R. 1,B001243,Nay,2025-07-01,362,senate,R,TN,
hr1-119,H.R. 1,B001277,Yea,2025-07-01,362,senate,D,CT,
hr1-119,H.R. 1,B001303,Yea,2025-07-01,362,senate,D,DE,
hr1-119,H.R. 1,B001288,Yea,2025-07-01,362,senate,D,NJ,
hr1-119,H.R. 1,B001236,Nay,2025-07-01,362,senate,R,AR,
hr1-119,H.R. 1,B001319,Nay,2025-07-01,362,senate,R,AL,
hr1-119,H.R. 1,B001305,Nay,2025-07-01,362,senate,R,NC,
hr1-119,H.R. 1,C000127,Yea,2025-07-01,362,senate,D,WA,
hr1-119,H.R. 1,C001047,Nay,2025-07-01,362,senate,R,WV,
hr1-119,H.R. 1,C001075,Nay,2025-07-01,362,senate,R,LA,
hr1-119,H.R. 1,C001035,Nay,2025-07-01,362,senate,R,ME,
hr1-119,H.R. 1,C001088,Yea,2025-07-01,362,senate,D,DE,
hr1-119,H.R. 1,C001056,Nay,2025-07-01,362,senate,R,TX,
hr1-119,H.R. 1,C001113,Yea,2025-07-01,362,senate,D,NV,
hr1-119,H.R. 1,C001095,Nay,2025-07-01,362,senate,R,AR,
hr1-119,H.R. 1,C001096,Nay,2025-07-01,362,senate,R,ND,
hr1-119,H.R. 1,C000880,Nay,2025-07-01,362,senate,R,ID,
hr1-119,H.R. 1,C001098,Nay,2025-07-01,362,senate,R,TX,
hr1-119,H.R. 1,C001114,Nay,2025-07-01,362,senate,R,UT,
hr1-119,H.R. 1,D000618,Nay,2025-07-01,362,senate,R,MT,
hr1-119,H.R. 1,D000622,Yea,2025-07-01,362,senate,D,IL,
hr1-119,H.R. 1,D000563,Yea,2025-07-01,362,senate,D,IL,
hr1-119,H.R. 1,E000295,Nay,2025-07-01,362,senate,R,IA,
hr1-119,H.R. 1,F000479,Yea,2025-07-01,362,senate,D,PA,
hr1-119,H.R. 1,F000463,Nay,2025-07-01,362,senate,R,NE,
hr1-119,H.R. 1,G000574,Yea,2025-07-01,362,senate,D,AZ,
hr1-119,H.R. 1,G000555,Yea,2025-07-01,362,senate,D,NY,
hr1-119,H.R. 1,G000359,Nay,2025-07-01,362,senate,R,SC,
hr1-119,H.R. 1,G000386,Nay,2025-07-01,362,senate,R,IA,
hr1-119,H.R. 1,H000601,Nay,2025-07-01,362,senate,R,TN,
hr1-119,H.R. 1,H001076,Yea,2025-07-01,362,senate,D,NH,
hr1-119,H.R. 1,H001089,Nay,2025-07-01,362,senate,R,MO,
hr1-119,H.R. 1,H001046,Yea,2025-07-01,362,senate,D,NM,
hr1-119,H.R. 1,H000273,Yea,2025-07-01,362,senate,D,CO,
hr1-119,H.R. 1,H001042,Yea,2025-07-01,362,senate,D,HI,
hr1-119,H.R. 1,H001061,Nay,2025-07-01,362,senate,R,ND,
hr1-119,H.R. 1,H001104,Nay,2025-07-01,362,senate,R,OH,
hr1-119,H.R. 1,H001079,Nay,2025-07-01,362,senate,R,MS,
hr1-119,H.R. 1,J000293,Nay,2025-07-01,362,senate,R,WI,
hr1-119,H.R. 1,J000312,Nay,2025-07-01,362,senate,R,WV,
hr1-119,H.R. 1,K000384,Yea,2025-07-01,362,senate,D,VA,
hr1-119,H.R. 1,K000377,Yea,2025-07-01,362,senate,D,AZ,
hr1-119,H.R. 1,K000393,Nay,2025-07-01,362,senate,R,LA,
hr1-119,H.R. 1,K000394,Yea,2025-07-01,362,senate,D,NJ,
hr1-119,H.R. 1,K000383,Yea,2025-07-01,362,senate,I,ME,
hr1-119,H.R. 1,K000367,Yea,2025-07-01,359,senate,D,MN,
hr1-119,H.R. 1,L000575,Nay,2025-07-01,359,senate,R,OK,
hr1-119,H.R. 1,L000577,Nay,2025-07-01,359,senate,R,UT,
hr1-119,H.R. 1,L000570,Yea,2025-07-01,359,senate,D,NM,
hr1-119,H.R. 1,L000571,Nay,2025-07-01,359,senate,R,WY,
hr1-119,H.R. 1,M000133,Yea,2025-07-01,359,senate,D,MA,
hr1-119,H.R. 1,M001198,Nay,2025-07-01,359,senate,R,KS,
hr1-119,H.R. 1,M000355,Nay,2025-07-01,359,senate,R,KY,
hr1-119,H.R. 1,M001243,Nay,2025-07-01,359,senate,R,PA,
hr1-119,H.R. 1,M001176,Yea,2025-07-01,359,senate,D,OR,
hr1-119,H.R. 1,M001244,Nay,2025-07-01,359,senate,R,FL,
hr1-119,H.R. 1,M000934,Nay,2025-07-01,359,senate,R,KS,
hr1-119,H.R. 1,M001242,Nay,2025-07-01,359,senate,R,OH,
hr1-119,H.R. 1,M001190,Nay,2025-07-01,359,senate,R,OK,
hr1-119,H.R. 1,M001153,Nay,2025-07-01,359,senate,R,AK,
hr1-119,H.R. 1,M001169,Yea,2025-07-01,359,senate,D,CT,
