bill_id,bill_number,bioguide_id,vote_position,vote_date,roll_call_number,chamber,party,state,district
sres377-119,S.Res. 377,R000584,Yea,2025-09-09,511,senate,R,ID,
sres377-119,S.Res. 377,R000608,Nay,2025-09-09,511,senate,D,NV,
sres377-119,S.Res. 377,R000605,Yea,2025-09-09,511,senate,R,SD,
sres377-119,S.Res. 377,S000033,Nay,2025-09-09,511,senate,I,VT,
sres377-119,S.Res. 377,S001194,Nay,2025-09-09,511,senate,D,HI,
sres377-119,S.Res. 377,S001150,Nay,2025-09-09,511,senate,D,CA,
sres377-119,S.Res. 377,S001227,Yea,2025-09-09,511,senate,R,MO,
sres377-119,S.Res. 377,S000148,Nay,2025-09-09,511,senate,D,NY,
sres377-119,S.Res. 377,S001217,Yea,2025-09-09,511,senate,R,FL,
sres377-119,S.Res. 377,S001184,Yea,2025-09-09,511,senate,R,SC,
sres377-119,S.Res. 377,S001181,Nay,2025-09-09,511,senate,D,NH,
sres377-119,S.Res. 377,S001232,Yea,2025-09-09,511,senate,R,MT,
sres377-119,S.Res. 377,S001208,Nay,2025-09-09,511,senate,D,MI,
sres377-119,S.Res. 377,S001203,Nay,2025-09-09,511,senate,D,MN,
sres377-119,S.Res. 377,S001198,Yea,2025-09-09,511,senate,R,AK,
sres377-119,S.Res. 377,T000250,Yea,2025-09-09,511,senate,R,SD,
sres377-119,S.Res. 377,T000476,Yea,2025-09-09,511,senate,R,NC,
sres377-119,S.Res. 377,T000278,Yea,2025-09-09,511,senate,R,AL,
sres377-119,S.Res. 377,V000128,Not Voting,2025-09-09,511,senate,D,MD,
sres377-119,S.Res. 377,W000805,Nay,2025-09-09,511,senate,D,VA,
sres377-119,S.Res. 377,W000790,Nay,2025-09-09,511,senate,D,GA,
sres377-119,S.Res. 377,W000817,Nay,2025-09-09,511,senate,D,MA,
sres377-119,S.Res. 377,W000800,Nay,2025-09-09,511,senate,D,VT,
sres377-119,S.Res. 377,W000802,Nay,2025-09-09,511,senate,D,RI,
sres377-119,S.Res. 377,W000437,Yea,2025-09-09,511,senate,R,MS,
sres377-119,S.Res. 377,W000779,Nay,2025-09-09,511,senate,D,OR,
sres377-119,S.Res. 377,Y000064,Yea,2025-09-09,511,senate,R,IN,
sres377-119,S.Res. 377,A000382,Nay,2025-09-09,510,senate,D,MD,
sres377-119,S.Res. 377,B001230,Nay,2025-09-09,510,senate,D,WI,
sres377-119,S.Res. 377,B001299,Yea,2025-09-09,510,senate,R,IN,
sres377-119,S.Res. 377,B001261,Yea,2025-09-09,510,senate,R,WY,
sres377-119,S.Res. 377,B001267,Nay,2025-09-09,510,senate,D,CO,
sres377-119,S.Res. 377,B001243,Yea,2025-09-09,510,senate,R,TN,
sres377-119,S.Res. 377,B001277,Nay,2025-09-09,510,senate,D,CT,
sres377-119,S.Res. 377,B001303,Nay,2025-09-09,510,senate,D,DE,
sres377-119,S.Res. 377,B001288,Nay,2025-09-09,510,senate,D,NJ,
sres377-119,S.Res. 377,B001236,Yea,2025-09-09,510,senate,R,AR,
sres377-119,S.Res. 377,B001319,Yea,2025-09-09,510,senate,R,AL,
sres377-119,S.Res. 377,B001305,Yea,2025-09-09,510,senate,R,NC,
sres377-119,S.Res. 377,C000127,Nay,2025-09-09,510,senate,D,WA,
sres377-119,S.Res. 377,C001047,Yea,2025-09-09,510,senate,R,WV,
sres377-119,S.Res. 377,C001075,Yea,2025-09-09,510,senate,R,LA,
sres377-119,S.Res. 377,C001035,Yea,2025-09-09,510,senate,R,ME,
sres377-119,S.Res. 377,C001088,Nay,2025-09-09,510,senate,D,DE,
sres377-119,S.Res. 377,C001056,Yea,2025-09-09,510,senate,R,TX,
sres377-119,S.Res. 377,C001113,Nay,2025-09-09,510,senate,D,NV,
sres377-119,S.Res. 377,C001095,Yea,2025-09-09,510,senate,R,AR,
sres377-119,S.Res. 377,C001096,Yea,2025-09-09,510,senate,R,ND,
sres377-119,S.Res. 377,C000880,Yea,2025-09-09,510,senate,R,ID,
sres377-119,S.Res. 377,C001098,Yea,2025-09-09,510,senate,R,TX,
sres377-119,S.Res. 377,C001114,Yea,2025-09-09,510,senate,R,UT,
sres377-119,S.Res. 377,D000618,Yea,2025-09-09,510,senate,R,MT,
sres377-119,S.Res. 377,D000622,Nay,2025-09-09,510,senate,D,IL,
sres377-119,S.Res. 377,D000563,Nay,2025-09-09,510,senate,D,IL,
sres377-119,S.Res. 377,E000295,Yea,2025-09-09,510,senate,R,IA,
sres377-119,S.Res. 377,F000479,Nay,2025-09-09,510,senate,D,PA,
sres377-119,S.Res. 377,F000463,Yea,2025-09-09,510,senate,R,NE,
sres377-119,S.Res. 377,G000574,Nay,2025-09-09,510,senate,D,AZ,
sres377-119,S.Res. 377,G000555,Nay,2025-09-09,510,senate,D,NY,
sres377-119,S.Res. 377,G000359,Yea,2025-09-09,510,senate,R,SC,
sres377-119,S.Res. 377,G000386,Yea,2025-09-09,510,senate,R,IA,
sres377-119,S.Res. 377,H000601,Yea,2025-09-09,510,senate,R,TN,
sres377-119,S.Res. 377,H001076,Nay,2025-09-09,510,senate,D,NH,
sres377-119,S.Res. 377,H001089,Yea,2025-09-09,510,senate,R,MO,
sres377-119,S.Res. 377,H001046,Nay,2025-09-09,510,senate,D,NM,
sres377-119,S.Res. 377,H000273,Nay,2025-09-09,510,senate,D,CO,
sres377-119,S.Res. 377,H001042,Nay,2025-09-09,510,senate,D,HI,
sres377-119,S.Res. 377,H001061,Yea,2025-09-09,510,senate,R,ND,
sres377-119,S.Res. 377,H001104,Yea,2025-09-09,510,senate,R,OH,
sres377-119,S.Res. 377,H001079,Yea,2025-09-09,510,senate,R,MS,
sres377-119,S.Res. 377,J000293,Yea,2025-09-09,510,senate,R,WI,
sres377-119,S.Res. 377,J000312,Yea,2025-09-09,510,senate,R,WV,
sres377-119,S.Res. 377,K000384,Nay,2025-09-09,510,senate,D,VA,
sres377-119,S.Res. 377,K000377,Nay,2025-09-09,510,senate,D,AZ,
sres377-119,S.Res. 377,K000393,Yea,2025-09-09,510,senate,R,LA,
sres377-119,S.Res. 377,K000394,Nay,2025-09-09,510,senate,D,NJ,
sres377-119,S.Res. 377,K000383,Nay,2025-09-09,510,senate,I,ME,
sres377-119,S.Res. 377,K000367,Nay,2025-09-09,510,senate,D,MN,
sres377-119,S.Res. 377,L000575,Yea,2025-09-09,510,senate,R,OK,
sres377-119,S.Res. 377,L000577,Yea,2025-09-09,510,senate,R,UT,
sres377-119,S.Res. 377,L000570,Nay,2025-09-09,510,senate,D,NM,
sres377-119,S.Res. 377,L000571,Yea,2025-09-09,510,senate,R,WY,
sres377-119,S.Res. 377,M000133,Nay,2025-09-09,510,senate,D,MA,
sres377-119,S.Res. 377,M001198,Yea,2025-09-09,510,senate,R,KS,
sres377-119,S.Res. 377,M000355,Yea,2025-09-09,510,senate,R,KY,
sres377-119,S.Res. 377,M001243,Yea,2025-09-09,510,senate,R,PA,
sres377-119,S.Res. 377,M001176,Nay,2025-09-09,510,senate,D,OR,
sres377-119,S.Res. 377,M001244,Yea,2025-09-09,510,senate,R,FL,
sres377-119,S.Res. 377,M000934,Yea,2025-09-09,510,senate,R,KS,
sres377-119,S.Res. 377,M001242,Yea,2025-09-09,510,senate,R,OH,
sres377-119,S.Res. 377,M001190,Yea,2025-09-09,510,senate,R,OK,
sres377-119,S.Res. 377,M001153,Yea,2025-09-09,510,senate,R,AK,
sres377-119,S.Res. 377,M001169,Nay,2025-09-09,510,senate,D,CT,
sres377-119,S.Res. 377,M001111,Nay,2025-09-09,510,senate,D,WA,
sres377-119,S.Res. 377,O000174,Nay,2025-09-09,510,senate,D,GA,
sres377-119,S.Res. 377,P000145,Nay,2025-09-09,510,senate,D,CA,
sres377-119,S.Res. 377,P000603,Yea,2025-09-09,510,senate,R,KY,
sres377-119,S.Res. 377,P000595,Nay,2025-09-09,510,senate,D,MI,
sres377-119,S.Res. 377,R000122,Nay,2025-09-09,510,senate,D,RI,
sres377-119,S.Res. 377,R000618,Yea,2025-09-09,510,senate,R,NE,
sres377-119,S.Res. 377,R000584,Yea,2025-09-09,510,senate,R,ID,
sres377-119,S.Res. 377,R000608,Nay,2025-09-09,510,senate,D,NV,
sres377-119,S.Res. 377,R000605,Yea,2025-09-09,510,senate,R,SD,
sres377-119,S.Res. 377,S000033,Nay,2025-09-09,510,senate,I,VT,
sres377-119,S.Res. 377,S001194,Nay,2025-09-09,510,senate,D,HI,
sres377-119,S.Res. 377,S001150,Nay,2025-09-09,510,senate,D,CA,
sres377-119,S.Res. 377,S001227,Yea,2025-09-09,510,senate,R,MO,
sres377-119,S.Res. 377,S000148,Nay,2025-09-09,510,senate,D,NY,
sres377-119,S.Res. 377,S001217,Yea,2025-09-09,510,senate,R,FL,
sres377-119,S.Res. 377,S001184,Yea,2025-09-09,510,senate,R,SC,
sres377-119,S.Res. 377,S001181,Nay,2025-09-09,510,senate,D,NH,
sres377-119,S.Res. 377,S001232,Yea,2025-09-09,510,senate,R,MT,
sres377-119,S.Res. 377,S001208,Nay,2025-09-09,510,senate,D,MI,
sres377-119,S.Res. 377,S001203,Nay,2025-09-09,510,senate,D,MN,
sres377-119,S.Res. 377,S001198,Yea,2025-09-09,510,senate,R,AK,
sres377-119,S.Res. 377,T000250,Yea,2025-09-09,510,senate,R,SD,
sres377-119,S.Res. 377,T000476,Yea,2025-09-09,510,senate,R,NC,
sres377-119,S.Res. 377,T000278,Yea,2025-09-09,510,senate,R,AL,
sres377-119,S.Res. 377,V000128,Not Voting,2025-09-09,510,senate,D,MD,
sres377-119,S.Res. 377,W000805,Nay,2025-09-09,510,senate,D,VA,
sres377-119,S.Res. 377,W000790,Nay,2025-09-09,510,senate,D,GA,
sres377-119,S.Res. 377,W000817,Nay,2025-09-09,510,senate,D,MA,
sres377-119,S.Res. 377,W000800,Nay,2025-09-09,510,senate,D,VT,
sres377-119,S.Res. 377,W000802,Nay,2025-09-09,510,senate,D,RI,
sres377-119,S.Res. 377,W000437,Yea,2025-09-09,510,senate,R,MS,
sres377-119,S.Res. 377,W000779,Nay,2025-09-09,510,senate,D,OR,
sres377-119,S.Res. 377,Y000064,Yea,2025-09-09,510,senate,R,IN,
,,A000382,Nay,2025-09-09,506,senate,D,MD,
,,B001261,Yea,2025-09-09,509,senate,R,WY,
,,B001267,Nay,2025-09-09,509,senate,D,CO,
,,B001243,Yea,2025-09-09,509,senate,R,TN,
,,B001277,Nay,2025-09-09,509,senate,D,CT,
,,B001303,Nay,2025-09-09,509,senate,D,DE,
,,B001288,Nay,2025-09-09,509,senate,D,NJ,
,,B001236,Yea,2025-09-09,509,senate,R,AR,
,,B001319,Yea,2025-09-09,509,senate,R,AL,
,,B001305,Yea,2025-09-09,509,senate,R,NC,
,,C000127,Nay,2025-09-09,509,senate,D,WA,
,,C001047,Yea,2025-09-09,509,senate,R,WV,
,,C001075,Yea,2025-09-09,509,senate,R,LA,
,,C001035,Yea,2025-09-09,509,senate,R,ME,
,,C001088,Nay,2025-09-09,509,senate,D,DE,
,,C001056,Yea,2025-09-09,509,senate,R,TX,
,,C001113,Nay,2025-09-09,509,senate,D,NV,
,,C001095,Yea,2025-09-09,509,senate,R,AR,
,,C001096,Yea,2025-09-09,509,senate,R,ND,
,,C000880,Yea,2025-09-09,509,senate,R,ID,
,,C001098,Yea,2025-09-09,509,senate,R,TX,
,,C001114,Yea,2025-09-09,509,senate,R,UT,
,,D000618,Yea,2025-09-09,509,senate,R,MT,
,,D000622,Nay,2025-09-09,509,senate,D,IL,
,,D000563,Nay,2025-09-09,509,senate,D,IL,
,,E000295,Yea,2025-09-09,509,senate,R,IA,
,,F000479,Nay,2025-09-09,509,senate,D,PA,
,,F000463,Yea,2025-09-09,509,senate,R,NE,
,,G000574,Nay,2025-09-09,509,senate,D,AZ,
,,G000555,Nay,2025-09-09,509,senate,D,NY,
,,G000359,Yea,2025-09-09,509,senate,R,SC,
,,G000386,Yea,2025-09-09,509,senate,R,IA,
,,H000601,Not Voting,2025-09-09,509,senate,R,TN,
,,H001076,Nay,2025-09-09,509,senate,D,NH,
,,H001089,Yea,2025-09-09,509,senate,R,MO,
,,H001046,Nay,2025-09-09,509,senate,D,NM,
,,H000273,Nay,2025-09-09,509,senate,D,CO,
,,H001042,Nay,2025-09-09,509,senate,D,HI,
,,H001061,Yea,2025-09-09,509,senate,R,ND,
,,H001104,Yea,2025-09-09,509,senate,R,OH,
,,H001079,Yea,2025-09-09,509,senate,R,MS,
,,J000293,Yea,2025-09-09,509,senate,R,WI,
,,J000312,Yea,2025-09-09,509,senate,R,WV,
,,K000384,Nay,2025-09-09,509,senate,D,VA,
,,K000377,Nay,2025-09-09,509,senate,D,AZ,
,,K000393,Yea,2025-09-09,509,senate,R,LA,
,,K000394,Nay,2025-09-09,509,senate,D,NJ,
,,K000383,Nay,2025-09-09,509,senate,I,ME,
,,K000367,Nay,2025-09-09,505,senate,D,MN,
,,L000575,Yea,2025-09-09,505,senate,R,OK,
,,L000577,Yea,2025-09-09,505,senate,R,UT,
,,L000570,Nay,2025-09-09,505,senate,D,NM,
,,L000571,Yea,2025-09-09,505,senate,R,WY,
,,M000133,Nay,2025-09-09,505,senate,D,MA,
,,M001198,Yea,2025-09-09,505,senate,R,KS,
,,M000355,Yea,2025-09-09,505,senate,R,KY,
,,M001243,Yea,2025-09-09,505,senate,R,PA,
,,M001176,Nay,2025-09-09,505,senate,D,OR,
,,M001244,Yea,2025-09-09,505,senate,R,FL,
,,M000934,Yea,2025-09-09,505,senate,R,KS,
,,M001242,Yea,2025-09-09,505,senate,R,OH,
,,M001190,Yea,2025-09-09,505,senate,R,OK,
,,M001153,Yea,2025-09-09,505,senate,R,AK,
,,M001169,Nay,2025-09-09,505,senate,D,CT,
,,M001111,Nay,2025-09-09,505,senate,D,WA,
,,O000174,Nay,2025-09-09,505,senate,D,GA,
,,P000145,Nay,2025-09-09,505,senate,D,CA,
,,P000603,Yea,2025-09-09,505,senate,R,KY,
,,P000595,Nay,2025-09-09,505,senate,D,MI,
,,R000122,Nay,2025-09-09,505,senate,D,RI,
,,R000618,Yea,2025-09-09,505,senate,R,NE,
,,R000584,Yea,2025-09-09,505,senate,R,ID,
,,R000608,Nay,2025-09-09,505,senate,D,NV,
,,R000605,Yea,2025-09-09,505,senate,R,SD,
,,S000033,Nay,2025-09-09,505,senate,I,VT,
,,S001194,Nay,2025-09-09,505,senate,D,HI,
,,S001150,Nay,2025-09-09,505,senate,D,CA,
,,S001227,Yea,2025-09-09,505,senate,R,MO,
,,S000148,Nay,2025-09-09,505,senate,D,NY,
,,S001217,Yea,2025-09-09,505,senate,R,FL,
,,S001184,Yea,2025-09-09,505,senate,R,SC,
,,S001181,Nay,2025-09-09,505,senate,D,NH,
,,S001232,Yea,2025-09-09,505,senate,R,MT,
,,S001208,Nay,2025-09-09,505,senate,D,MI,
,,S001203,Nay,2025-09-09,505,senate,D,MN,
,,S001198,Yea,2025-09-09,505,senate,R,AK,
,,T000250,Yea,2025-09-09,505,senate,R,SD,
,,T000476,Yea,2025-09-09,505,senate,R,NC,
,,T000278,Yea,2025-09-09,505,senate,R,AL,
,,K000367,Nay,2025-09-09,509,senate,D,MN,
,,L000575,Yea,2025-09-09,509,senate,R,OK,
,,L000577,Yea,2025-09-09,509,senate,R,UT,
,,L000570,Nay,2025-09-09,509,senate,D,NM,
,,L000571,Yea,2025-09-09,509,senate,R,WY,
,,M000133,Nay,2025-09-09,509,senate,D,MA,
,,M001198,Yea,2025-09-09,509,senate,R,KS,
,,M000355,Yea,2025-09-09,509,senate,R,KY,
,,M001243,Yea,2025-09-09,509,senate,R,PA,
,,M001176,Nay,2025-09-09,509,senate,D,OR,
,,M001244,Yea,2025-09-09,509,senate,R,FL,
,,M000934,Yea,2025-09-09,509,senate,R,KS,
,,M001242,Yea,2025-09-09,509,senate,R,OH,
,,M001190,Yea,2025-09-09,509,senate,R,OK,
,,M001153,Yea,2025-09-09,509,senate,R,AK,
,,M001169,Nay,2025-09-09,509,senate,D,CT,
,,M001111,Nay,2025-09-09,509,senate,D,WA,
,,O000174,Nay,2025-09-09,509,senate,D,GA,
,,P000145,Nay,2025-09-09,509,senate,D,CA,
,,P000603,Yea,2025-09-09,509,senate,R,KY,
,,P000595,Nay,2025-09-09,509,senate,D,MI,
,,R000122,Nay,2025-09-09,509,senate,D,RI,
,,R000618,Yea,2025-09-09,509,senate,R,NE,
,,R000584,Yea,2025-09-09,509,senate,R,ID,
,,R000608,Nay,2025-09-09,509,senate,D,NV,
,,R000605,Yea,2025-09-09,509,senate,R,SD,
,,S000033,Nay,2025-09-09,509,senate,I,VT,
,,S001194,Nay,2025-09-09,509,senate,D,HI,
,,S001150,Nay,2025-09-09,509,senate,D,CA,
,,S001227,Yea,2025-09-09,509,senate,R,MO,
,,S000148,Nay,2025-09-09,509,senate,D,NY,
,,S001217,Yea,2025-09-09,509,senate,R,FL,
,,S001184,Yea,2025-09-09,509,senate,R,SC,
,,S001181,Nay,2025-09-09,509,senate,D,NH,
,,S001232,Yea,2025-09-09,509,senate,R,MT,
,,S001208,Nay,2025-09-09,509,senate,D,MI,
,,S001203,Nay,2025-09-09,509,senate,D,MN,
,,S001198,Yea,2025-09-09,509,senate,R,AK,
,,T000250,Yea,2025-09-09,509,senate,R,SD,
,,T000476,Yea,2025-09-09,509,senate,R,NC,
,,T000278,Yea,2025-09-09,509,senate,R,AL,
,,V000128,Not Voting,2025-09-09,509,senate,D,MD,
,,W000805,Nay,2025-09-09,509,senate,D,VA,
,,W000790,Nay,2025-09-09,509,senate,D,GA,
,,W000817,Nay,2025-09-09,509,senate,D,MA,
,,W000800,Yea,2025-09-09,509,senate,D,VT,
,,W000802,Nay,2025-09-09,509,senate,D,RI,
,,W000437,Yea,2025-09-09,509,senate,R,MS,
,,W000779,Nay,2025-09-09,509,senate,D,OR,
,,Y000064,Yea,2025-09-09,509,senate,R,IN,
,,A000382,Nay,2025-09-04,501,senate,D,MD,
,,B001230,Nay,2025-09-04,501,senate,D,WI,
,,B001299,Yea,2025-09-04,501,senate,R,IN,
,,B001261,Yea,2025-09-04,501,senate,R,WY,
,,B001267,Nay,2025-09-04,501,senate,D,CO,
,,B001243,Yea,2025-09-04,501,senate,R,TN,
,,B001277,Nay,2025-09-04,501,senate,D,CT,
,,B001303,Nay,2025-09-04,501,senate,D,DE,
,,B001288,Not Voting,2025-09-04,501,senate,D,NJ,
,,B001236,Yea,2025-09-04,501,senate,R,AR,
,,B001319,Yea,2025-09-04,501,senate,R,AL,
,,B001305,Yea,2025-09-04,501,senate,R,NC,
,,C000127,Nay,2025-09-04,501,senate,D,WA,
,,C001047,Yea,2025-09-04,501,senate,R,WV,
,,C001075,Yea,2025-09-04,501,senate,R,LA,
,,C001035,Yea,2025-09-04,501,senate,R,ME,
,,C001088,Nay,2025-09-04,501,senate,D,DE,
,,C001056,Yea,2025-09-04,501,senate,R,TX,
,,C001113,Nay,2025-09-04,501,senate,D,NV,
,,C001095,Yea,2025-09-04,501,senate,R,AR,
,,C001096,Yea,2025-09-04,501,senate,R,ND,
,,C000880,Yea,2025-09-04,501,senate,R,ID,
,,C001098,Yea,2025-09-04,501,senate,R,TX,
,,C001114,Yea,2025-09-04,501,senate,R,UT,
,,D000618,Yea,2025-09-04,501,senate,R,MT,
,,D000622,Nay,2025-09-04,501,senate,D,IL,
,,D000563,Nay,2025-09-04,501,senate,D,IL,
,,E000295,Yea,2025-09-04,501,senate,R,IA,
,,F000479,Nay,2025-09-04,501,senate,D,PA,
,,F000463,Yea,2025-09-04,501,senate,R,NE,
,,G000574,Nay,2025-09-04,501,senate,D,AZ,
,,G000555,Nay,2025-09-04,501,senate,D,NY,
,,G000359,Yea,2025-09-04,501,senate,R,SC,
,,G000386,Yea,2025-09-04,501,senate,R,IA,
,,H000601,Yea,2025-09-04,501,senate,R,TN,
,,H001076,Nay,2025-09-04,501,senate,D,NH,
,,H001089,Yea,2025-09-04,501,senate,R,MO,
,,H001046,Nay,2025-09-04,501,senate,D,NM,
,,A000382,Nay,2025-09-09,508,senate,D,MD,
,,B001230,Nay,2025-09-09,508,senate,D,WI,
,,B001299,Yea,2025-09-09,508,senate,R,IN,
,,B001261,Yea,2025-09-09,508,senate,R,WY,
,,B001267,Nay,2025-09-09,508,senate,D,CO,
,,B001243,Yea,2025-09-09,508,senate,R,TN,
,,B001277,Nay,2025-09-09,508,senate,D,CT,
,,B001303,Nay,2025-09-09,508,senate,D,DE,
,,B001288,Nay,2025-09-09,508,senate,D,NJ,
,,B001236,Yea,2025-09-09,508,senate,R,AR,
,,B001319,Yea,2025-09-09,508,senate,R,AL,
,,B001305,Yea,2025-09-09,508,senate,R,NC,
,,C000127,Nay,2025-09-09,508,senate,D,WA,
,,C001047,Yea,2025-09-09,508,senate,R,WV,
,,C001075,Yea,2025-09-09,508,senate,R,LA,
,,C001035,Yea,2025-09-09,508,senate,R,ME,
,,C001088,Nay,2025-09-09,508,senate,D,DE,
,,C001056,Yea,2025-09-09,508,senate,R,TX,
,,C001113,Nay,2025-09-09,508,senate,D,NV,
,,C001095,Yea,2025-09-09,508,senate,R,AR,
,,C001096,Yea,2025-09-09,508,senate,R,ND,
,,C000880,Yea,2025-09-09,508,senate,R,ID,
,,C001098,Yea,2025-09-09,508,senate,R,TX,
,,C001114,Yea,2025-09-09,508,senate,R,UT,
,,D000618,Yea,2025-09-09,508,senate,R,MT,
,,D000622,Nay,2025-09-09,508,senate,D,IL,
,,D000563,Nay,2025-09-09,508,senate,D,IL,
,,E000295,Yea,2025-09-09,508,senate,R,IA,
,,F000479,Nay,2025-09-09,508,senate,D,PA,
,,F000463,Yea,2025-09-09,508,senate,R,NE,
,,G000574,Nay,2025-09-09,508,senate,D,AZ,
,,G000555,Nay,2025-09-09,508,senate,D,NY,
,,G000359,Yea,2025-09-09,508,senate,R,SC,
,,G000386,Yea,2025-09-09,508,senate,R,IA,
,,H000601,Yea,2025-09-09,508,senate,R,TN,
,,H001076,Nay,2025-09-09,508,senate,D,NH,
,,H001089,Yea,2025-09-09,508,senate,R,MO,
,,H001046,Nay,2025-09-09,508,senate,D,NM,
,,H000273,Nay,2025-09-09,508,senate,D,CO,
,,H001042,Nay,2025-09-09,508,senate,D,HI,
,,H001061,Yea,2025-09-09,508,senate,R,ND,
,,H001104,Yea,2025-09-09,508,senate,R,OH,
,,H001079,Yea,2025-09-09,508,senate,R,MS,
,,J000293,Not Voting,2025-09-09,508,senate,R,WI,
,,J000312,Yea,2025-09-09,508,senate,R,WV,
,,K000384,Nay,2025-09-09,508,senate,D,VA,
,,K000377,Nay,2025-09-09,508,senate,D,AZ,
,,K000393,Yea,2025-09-09,508,senate,R,LA,
,,K000394,Nay,2025-09-09,508,senate,D,NJ,
,,K000383,Nay,2025-09-09,508,senate,I,ME,
,,K000367,Nay,2025-09-09,508,senate,D,MN,
,,L000575,Yea,2025-09-09,508,senate,R,OK,
,,L000577,Yea,2025-09-09,508,senate,R,UT,
,,L000570,Nay,2025-09-09,508,senate,D,NM,
,,L000571,Yea,2025-09-09,508,senate,R,WY,
,,M000133,Nay,2025-09-09,508,senate,D,MA,
,,M001198,Yea,2025-09-09,508,senate,R,KS,
,,M000355,Yea,2025-09-09,508,senate,R,KY,
,,M001243,Yea,2025-09-09,508,senate,R,PA,
,,M001176,Nay,2025-09-09,508,senate,D,OR,
,,M001244,Yea,2025-09-09,508,senate,R,FL,
,,M000934,Yea,2025-09-09,508,senate,R,KS,
,,M001242,Yea,2025-09-09,508,senate,R,OH,
,,M001190,Yea,2025-09-09,508,senate,R,OK,
,,M001153,Yea,2025-09-09,508,senate,R,AK,
,,M001169,Nay,2025-09-09,508,senate,D,CT,
,,M001111,Nay,2025-09-09,508,senate,D,WA,
,,O000174,Nay,2025-09-09,508,senate,D,GA,
,,P000145,Nay,2025-09-09,508,senate,D,CA,
,,P000603,Yea,2025-09-09,508,senate,R,KY,
,,P000595,Nay,2025-09-09,508,senate,D,MI,
,,R000122,Nay,2025-09-09,508,senate,D,RI,
,,R000618,Yea,2025-09-09,508,senate,R,NE,
,,R000584,Yea,2025-09-09,508,senate,R,ID,
,,R000608,Nay,2025-09-09,508,senate,D,NV,
,,R000605,Yea,2025-09-09,508,senate,R,SD,
,,S000033,Nay,2025-09-09,508,senate,I,VT,
,,S001194,Nay,2025-09-09,508,senate,D,HI,
,,S001150,Nay,2025-09-09,508,senate,D,CA,
,,S001227,Yea,2025-09-09,508,senate,R,MO,
,,S000148,Nay,2025-09-09,508,senate,D,NY,
,,S001217,Yea,2025-09-09,508,senate,R,FL,
,,S001184,Yea,2025-09-09,508,senate,R,SC,
,,S001181,Nay,2025-09-09,508,senate,D,NH,
,,S001232,Yea,2025-09-09,508,senate,R,MT,
,,S001208,Nay,2025-09-09,508,senate,D,MI,
,,S001203,Nay,2025-09-09,508,senate,D,MN,
,,S001198,Yea,2025-09-09,508,senate,R,AK,
,,T000250,Yea,2025-09-09,508,senate,R,SD,
,,T000476,Yea,2025-09-09,508,senate,R,NC,
,,T000278,Yea,2025-09-09,508,senate,R,AL,
,,V000128,Not Voting,2025-09-09,508,senate,D,MD,
,,W000805,Nay,2025-09-09,508,senate,D,VA,
,,W000790,Nay,2025-09-09,508,senate,D,GA,
,,W000817,Nay,2025-09-09,508,senate,D,MA,
,,W000800,Yea,2025-09-09,508,senate,D,VT,
,,W000802,Nay,2025-09-09,508,senate,D,RI,
,,W000437,Yea,2025-09-09,508,senate,R,MS,
,,W000779,Not Voting,2025-09-09,508,senate,D,OR,
,,Y000064,Yea,2025-09-09,508,senate,R,IN,
,,A000382,Nay,2025-09-09,507,senate,D,MD,
,,B001230,Nay,2025-09-09,507,senate,D,WI,
,,B001299,Yea,2025-09-09,507,senate,R,IN,
,,B001261,Yea,2025-09-09,507,senate,R,WY,
,,B001267,Nay,2025-09-09,507,senate,D,CO,
,,B001243,Yea,2025-09-09,507,senate,R,TN,
,,B001277,Nay,2025-09-09,507,senate,D,CT,
,,B001303,Nay,2025-09-09,507,senate,D,DE,
,,B001288,Nay,2025-09-09,507,senate,D,NJ,
,,B001236,Not Voting,2025-09-09,507,senate,R,AR,
,,B001319,Yea,2025-09-09,507,senate,R,AL,
,,B001305,Yea,2025-09-09,507,senate,R,NC,
,,C000127,Nay,2025-09-09,507,senate,D,WA,
,,C001047,Yea,2025-09-09,507,senate,R,WV,
,,C001075,Yea,2025-09-09,507,senate,R,LA,
,,C001035,Yea,2025-09-09,507,senate,R,ME,
,,C001088,Nay,2025-09-09,507,senate,D,DE,
,,C001056,Yea,2025-09-09,507,senate,R,TX,
,,C001113,Nay,2025-09-09,507,senate,D,NV,
,,C001095,Yea,2025-09-09,507,senate,R,AR,
,,C001096,Yea,2025-09-09,507,senate,R,ND,
,,C000880,Yea,2025-09-09,507,senate,R,ID,
,,C001098,Yea,2025-09-09,507,senate,R,TX,
,,C001114,Yea,2025-09-09,507,senate,R,UT,
,,D000618,Yea,2025-09-09,507,senate,R,MT,
,,D000622,Nay,2025-09-09,507,senate,D,IL,
,,D000563,Nay,2025-09-09,507,senate,D,IL,
,,E000295,Yea,2025-09-09,507,senate,R,IA,
,,F000479,Nay,2025-09-09,507,senate,D,PA,
,,F000463,Yea,2025-09-09,507,senate,R,NE,
,,G000574,Nay,2025-09-09,507,senate,D,AZ,
,,G000555,Nay,2025-09-09,507,senate,D,NY,
,,G000359,Yea,2025-09-09,507,senate,R,SC,
,,G000386,Yea,2025-09-09,507,senate,R,IA,
,,H000601,Yea,2025-09-09,507,senate,R,TN,
,,H001076,Nay,2025-09-09,507,senate,D,NH,
,,H001089,Yea,2025-09-09,507,senate,R,MO,
,,H001046,Nay,2025-09-09,507,senate,D,NM,
