bioguide_id,official_name,party,state,industry_code,industry_name,total_amount,contribution_count,pct_of_total
G000589,Lance Gooden,Republican,TX,A01,Crop Production & Basic Processing,1000,1,0.13
G000589,Lance Gooden,Republican,TX,A07,Agricultural Services/Products,4500,2,0.59
G000589,Lance Gooden,Republican,TX,B01,Printing & Publishing,1000,1,0.13
G000589,Lance Gooden,Republican,TX,B02,TV/Movies/Music,1000,1,0.13
M001212,Barry Moore,Republican,AL,E08,Waste Management,15000,2,1.47
G000583,Josh Gottheimer,Democratic,NJ,K01,Lawyers/Law Firms,12500,1,0.47
G000583,Josh Gottheimer,Democratic,NJ,N12,Misc Manufacturing & Distributing,22000,4,0.83
G000583,Josh Gottheimer,Democratic,NJ,F04,Insurance,88500,12,3.33
G000583,Josh Gottheimer,Democratic,NJ,N03,"Beer, Wine & Liquor",20304,3,0.76
G000583,Josh Gottheimer,Democratic,NJ,P05,Public Sector Unions,78200,13,2.94
G000583,Josh Gottheimer,Democratic,NJ,M03,Trucking,12000,3,0.45
G000583,Josh Gottheimer,Democratic,NJ,E08,Waste Management,3500,1,0.13
G000583,Josh Gottheimer,Democratic,NJ,F06,Finance/Credit Companies,25500,7,0.96
G000583,Josh Gottheimer,Democratic,NJ,M05,Sea Transport,8000,2,0.3
G000583,Josh Gottheimer,Democratic,NJ,F07,Accountants,119000,13,4.48
G000583,Josh Gottheimer,Democratic,NJ,H02,Hospitals/Nursing Homes,6000,1,0.23
G000583,Josh Gottheimer,Democratic,NJ,Q11,Abortion Policy/Pro-Choice,50,1,0
G000583,Josh Gottheimer,Democratic,NJ,N13,Steel/Metals/Mining,17500,1,0.66
G000583,Josh Gottheimer,Democratic,NJ,F01,Commercial Banks,79000,7,2.97
G000583,Josh Gottheimer,Democratic,NJ,Q07,Environment,10,1,0
G000583,Josh Gottheimer,Democratic,NJ,F13,Hedge Funds/Private Equity,10000,1,0.38
G000583,Josh Gottheimer,Democratic,NJ,A07,Agricultural Services/Products,1000,1,0.04
G000583,Josh Gottheimer,Democratic,NJ,Q02,Democratic/Liberal,7500,2,0.28
G000583,Josh Gottheimer,Democratic,NJ,N04,Retail Sales,3500,1,0.13
G000583,Josh Gottheimer,Democratic,NJ,Q14,Misc Issues,2000,1,0.08
G000583,Josh Gottheimer,Democratic,NJ,Q03,Leadership PACs,1500,1,0.06
F000469,Russ Fulcher,Republican,ID,Q01,Republican/Conservative,22630,5,4.82
F000469,Russ Fulcher,Republican,ID,N03,"Beer, Wine & Liquor",11500,2,2.45
F000469,Russ Fulcher,Republican,ID,M03,Trucking,15000,1,3.19
F000469,Russ Fulcher,Republican,ID,E08,Waste Management,7000,1,1.49
F000469,Russ Fulcher,Republican,ID,Q03,Leadership PACs,10000,2,2.13
F000469,Russ Fulcher,Republican,ID,N02,Tobacco,1000,1,0.21
F000469,Russ Fulcher,Republican,ID,H02,Hospitals/Nursing Homes,3000,1,0.64
F000469,Russ Fulcher,Republican,ID,A04,Dairy,2500,1,0.53
F000469,Russ Fulcher,Republican,ID,F07,Accountants,1000,1,0.21
F000469,Russ Fulcher,Republican,ID,A07,Agricultural Services/Products,2500,1,0.53
F000469,Russ Fulcher,Republican,ID,A01,Crop Production & Basic Processing,1000,1,0.21
F000469,Russ Fulcher,Republican,ID,Q09,Guns Rights,2000,1,0.43
T000482,Lori Trahan,Democratic,MA,P05,Public Sector Unions,152000,17,15.13
T000482,Lori Trahan,Democratic,MA,A10,Food Processing & Sales,2500,1,0.25
T000482,Lori Trahan,Democratic,MA,H02,Hospitals/Nursing Homes,5000,1,0.5
T000482,Lori Trahan,Democratic,MA,Q10,Guns Control,2000,1,0.2
T000482,Lori Trahan,Democratic,MA,N12,Misc Manufacturing & Distributing,2500,1,0.25
T000482,Lori Trahan,Democratic,MA,Q11,Abortion Policy/Pro-Choice,2000,1,0.2
T000482,Lori Trahan,Democratic,MA,F07,Accountants,0,1,0
T000482,Lori Trahan,Democratic,MA,M03,Trucking,6000,2,0.6
T000482,Lori Trahan,Democratic,MA,Q05,Pro-Israel,1900,1,0.19
T000482,Lori Trahan,Democratic,MA,K01,Lawyers/Law Firms,10000,2,1
T000482,Lori Trahan,Democratic,MA,N08,Casinos/Gambling,7500,1,0.75
T000482,Lori Trahan,Democratic,MA,N03,"Beer, Wine & Liquor",13500,2,1.34
T000482,Lori Trahan,Democratic,MA,F04,Insurance,3500,2,0.35
T000482,Lori Trahan,Democratic,MA,Q14,Misc Issues,2000,1,0.2
O000173,Ilhan Omar,Democratic,MN,Q14,Misc Issues,12000,2,1.18
O000173,Ilhan Omar,Democratic,MN,Q03,Leadership PACs,10000,1,0.98
O000173,Ilhan Omar,Democratic,MN,Q02,Democratic/Liberal,12071,3,1.18
O000173,Ilhan Omar,Democratic,MN,Q01,Republican/Conservative,5000,1,0.49
O000173,Ilhan Omar,Democratic,MN,P05,Public Sector Unions,53750,8,5.28
O000173,Ilhan Omar,Democratic,MN,Q10,Guns Control,2208,2,0.22
O000173,Ilhan Omar,Democratic,MN,Q11,Abortion Policy/Pro-Choice,1000,1,0.1
G000581,Vicente Gonzalez,Democratic,TX,F04,Insurance,4500,2,0.1
G000581,Vicente Gonzalez,Democratic,TX,F13,Hedge Funds/Private Equity,3500,1,0.08
G000581,Vicente Gonzalez,Democratic,TX,A01,Crop Production & Basic Processing,2000,2,0.04
G000581,Vicente Gonzalez,Democratic,TX,N03,"Beer, Wine & Liquor",20000,1,0.44
G000581,Vicente Gonzalez,Democratic,TX,Q08,Human Rights,6500,1,0.14
G000581,Vicente Gonzalez,Democratic,TX,B02,TV/Movies/Music,5000,1,0.11
C001114,John R. Curtis,Republican,UT,E01,Oil & Gas,58000,12,2.91
C001114,John R. Curtis,Republican,UT,B08,Telecom Services & Equipment,53500,8,2.69
C001114,John R. Curtis,Republican,UT,N12,Misc Manufacturing & Distributing,14500,4,0.73
C001114,John R. Curtis,Republican,UT,F09,Mortgage Bankers & Brokers,40000,7,2.01
C001114,John R. Curtis,Republican,UT,C50,Building Materials & Equipment,7000,2,0.35
C001114,John R. Curtis,Republican,UT,E08,Waste Management,43000,6,2.16
C001114,John R. Curtis,Republican,UT,E07,Mining,5000,1,0.25
C001114,John R. Curtis,Republican,UT,E19,Alternative Energy,14000,4,0.7
C001114,John R. Curtis,Republican,UT,F04,Insurance,1500,1,0.08
C001114,John R. Curtis,Republican,UT,F07,Accountants,17000,7,0.85
C001114,John R. Curtis,Republican,UT,N02,Tobacco,2000,2,0.1
C001114,John R. Curtis,Republican,UT,M03,Trucking,14500,4,0.73
C001114,John R. Curtis,Republican,UT,M02,Automotive,7500,1,0.38
C001114,John R. Curtis,Republican,UT,F10,Real Estate,7000,1,0.35
C001114,John R. Curtis,Republican,UT,A04,Dairy,5000,1,0.25
C001114,John R. Curtis,Republican,UT,C05,Special Trade Contractors,2500,1,0.13
C001114,John R. Curtis,Republican,UT,N13,Steel/Metals/Mining,10000,2,0.5
C001114,John R. Curtis,Republican,UT,B09,Electronics Mfg & Services,2000,2,0.1
C001114,John R. Curtis,Republican,UT,Q01,Republican/Conservative,12000,1,0.6
C001114,John R. Curtis,Republican,UT,Q03,Leadership PACs,20000,2,1
C001114,John R. Curtis,Republican,UT,E12,Electric Utilities,7500,3,0.38
C001114,John R. Curtis,Republican,UT,A01,Crop Production & Basic Processing,1000,1,0.05
C001114,John R. Curtis,Republican,UT,Q09,Guns Rights,2500,1,0.13
C001114,John R. Curtis,Republican,UT,F06,Finance/Credit Companies,1000,1,0.05
C001114,John R. Curtis,Republican,UT,N08,Casinos/Gambling,0,1,0
C001114,John R. Curtis,Republican,UT,B01,Printing & Publishing,2500,1,0.13
F000468,Lizzie Fletcher,Democratic,TX,N03,"Beer, Wine & Liquor",7000,1,0.32
F000468,Lizzie Fletcher,Democratic,TX,K01,Lawyers/Law Firms,2500,1,0.11
S001213,Bryan Steil,Republican,WI,F04,Insurance,94500,13,1.72
S001213,Bryan Steil,Republican,WI,N03,"Beer, Wine & Liquor",15500,2,0.28
S001213,Bryan Steil,Republican,WI,F06,Finance/Credit Companies,22500,4,0.41
S001213,Bryan Steil,Republican,WI,Q01,Republican/Conservative,141441,9,2.58
S001213,Bryan Steil,Republican,WI,M05,Sea Transport,4000,1,0.07
S001213,Bryan Steil,Republican,WI,F07,Accountants,147000,12,2.68
S001213,Bryan Steil,Republican,WI,P05,Public Sector Unions,33000,4,0.6
S001213,Bryan Steil,Republican,WI,N02,Tobacco,2000,2,0.04
S001213,Bryan Steil,Republican,WI,N12,Misc Manufacturing & Distributing,17500,4,0.32
S001213,Bryan Steil,Republican,WI,H02,Hospitals/Nursing Homes,9500,2,0.17
S001213,Bryan Steil,Republican,WI,M03,Trucking,26500,5,0.48
S001213,Bryan Steil,Republican,WI,E08,Waste Management,2000,2,0.04
S001213,Bryan Steil,Republican,WI,N13,Steel/Metals/Mining,17500,1,0.32
S001213,Bryan Steil,Republican,WI,F01,Commercial Banks,64000,7,1.17
S001213,Bryan Steil,Republican,WI,K01,Lawyers/Law Firms,3000,2,0.05
S001213,Bryan Steil,Republican,WI,F13,Hedge Funds/Private Equity,16500,1,0.3
S001213,Bryan Steil,Republican,WI,B02,TV/Movies/Music,3000,1,0.05
S001213,Bryan Steil,Republican,WI,Q12,Abortion Policy/Pro-Life,4142,1,0.08
S001213,Bryan Steil,Republican,WI,Q03,Leadership PACs,41713,5,0.76
S001213,Bryan Steil,Republican,WI,Q09,Guns Rights,7000,2,0.13
S001213,Bryan Steil,Republican,WI,A01,Crop Production & Basic Processing,1000,1,0.02
S001213,Bryan Steil,Republican,WI,A07,Agricultural Services/Products,6000,2,0.11
M001212,Barry Moore,Republican,AL,Q01,Republican/Conservative,127485,5,12.52
M001212,Barry Moore,Republican,AL,Q03,Leadership PACs,10000,2,0.98
M001212,Barry Moore,Republican,AL,A07,Agricultural Services/Products,12000,2,1.18
M001212,Barry Moore,Republican,AL,N03,"Beer, Wine & Liquor",2500,1,0.25
M001212,Barry Moore,Republican,AL,N12,Misc Manufacturing & Distributing,2500,1,0.25
M001212,Barry Moore,Republican,AL,A04,Dairy,7500,1,0.74
C001115,Michael Cloud,Republican,TX,M03,Trucking,3000,3,1.04
C001115,Michael Cloud,Republican,TX,F01,Commercial Banks,1000,1,0.35
C001115,Michael Cloud,Republican,TX,Q03,Leadership PACs,5000,1,1.74
C001115,Michael Cloud,Republican,TX,Q09,Guns Rights,2000,1,0.7
C001115,Michael Cloud,Republican,TX,A01,Crop Production & Basic Processing,1000,1,0.35
C001115,Michael Cloud,Republican,TX,A07,Agricultural Services/Products,12500,2,4.35
C001115,Michael Cloud,Republican,TX,E08,Waste Management,4500,1,1.57
H001066,Steven Horsford,Democratic,NV,Q03,Leadership PACs,38500,5,0.64
H001066,Steven Horsford,Democratic,NV,E08,Waste Management,42000,7,0.7
H001066,Steven Horsford,Democratic,NV,N06,Business Services,15000,1,0.25
H001066,Steven Horsford,Democratic,NV,M03,Trucking,25000,3,0.42
H001066,Steven Horsford,Democratic,NV,P05,Public Sector Unions,414281,18,6.91
H001066,Steven Horsford,Democratic,NV,N03,"Beer, Wine & Liquor",29095,4,0.49
H001066,Steven Horsford,Democratic,NV,F04,Insurance,25000,7,0.42
H001066,Steven Horsford,Democratic,NV,Q02,Democratic/Liberal,80000,11,1.33
H001066,Steven Horsford,Democratic,NV,Q14,Misc Issues,16500,1,0.28
H001066,Steven Horsford,Democratic,NV,F07,Accountants,79000,11,1.32
H001066,Steven Horsford,Democratic,NV,M05,Sea Transport,16000,4,0.27
H001066,Steven Horsford,Democratic,NV,N02,Tobacco,21000,2,0.35
H001066,Steven Horsford,Democratic,NV,N12,Misc Manufacturing & Distributing,33500,4,0.56
H001066,Steven Horsford,Democratic,NV,H02,Hospitals/Nursing Homes,11500,2,0.19
H001066,Steven Horsford,Democratic,NV,Q10,Guns Control,21000,3,0.35
H001066,Steven Horsford,Democratic,NV,Q12,Abortion Policy/Pro-Life,1000,1,0.02
H001066,Steven Horsford,Democratic,NV,A07,Agricultural Services/Products,1000,1,0.02
H001066,Steven Horsford,Democratic,NV,Q11,Abortion Policy/Pro-Choice,9575,2,0.16
H001066,Steven Horsford,Democratic,NV,C05,Special Trade Contractors,5320,1,0.09
H001066,Steven Horsford,Democratic,NV,N13,Steel/Metals/Mining,14500,1,0.24
H001066,Steven Horsford,Democratic,NV,F01,Commercial Banks,20000,3,0.33
H001066,Steven Horsford,Democratic,NV,K01,Lawyers/Law Firms,5500,3,0.09
H001066,Steven Horsford,Democratic,NV,F06,Finance/Credit Companies,14000,3,0.23
H001066,Steven Horsford,Democratic,NV,N08,Casinos/Gambling,20000,2,0.33
H001066,Steven Horsford,Democratic,NV,F13,Hedge Funds/Private Equity,7500,1,0.13
H001066,Steven Horsford,Democratic,NV,B02,TV/Movies/Music,15500,3,0.26
H001066,Steven Horsford,Democratic,NV,Q07,Environment,1500,1,0.03
H001066,Steven Horsford,Democratic,NV,Q08,Human Rights,6500,1,0.11
M001205,Carol D. Miller,Republican,WV,M03,Trucking,35000,4,2.04
M001205,Carol D. Miller,Republican,WV,E08,Waste Management,44000,6,2.56
M001205,Carol D. Miller,Republican,WV,A07,Agricultural Services/Products,6000,2,0.35
M001205,Carol D. Miller,Republican,WV,Q01,Republican/Conservative,15198,4,0.88
M001205,Carol D. Miller,Republican,WV,N03,"Beer, Wine & Liquor",15000,3,0.87
M001205,Carol D. Miller,Republican,WV,F04,Insurance,23000,9,1.34
M001205,Carol D. Miller,Republican,WV,F07,Accountants,16000,5,0.93
M001205,Carol D. Miller,Republican,WV,N02,Tobacco,9500,2,0.55
M001205,Carol D. Miller,Republican,WV,N12,Misc Manufacturing & Distributing,17000,3,0.99
M001205,Carol D. Miller,Republican,WV,H02,Hospitals/Nursing Homes,15000,2,0.87
M001205,Carol D. Miller,Republican,WV,A04,Dairy,5000,1,0.29
M001205,Carol D. Miller,Republican,WV,N13,Steel/Metals/Mining,22000,3,1.28
M001205,Carol D. Miller,Republican,WV,K01,Lawyers/Law Firms,1000,1,0.06
M001205,Carol D. Miller,Republican,WV,Q03,Leadership PACs,30000,3,1.74
M001205,Carol D. Miller,Republican,WV,Q09,Guns Rights,1000,1,0.06
M001205,Carol D. Miller,Republican,WV,A01,Crop Production & Basic Processing,1000,1,0.06
M001205,Carol D. Miller,Republican,WV,N08,Casinos/Gambling,2500,1,0.15
M001212,Barry Moore,Republican,AL,M03,Trucking,5000,1,0.49
B001306,Troy Balderson,Republican,OH,M05,Sea Transport,5000,1,0.32
B001306,Troy Balderson,Republican,OH,N12,Misc Manufacturing & Distributing,8500,3,0.54
B001306,Troy Balderson,Republican,OH,H02,Hospitals/Nursing Homes,14000,1,0.89
B001306,Troy Balderson,Republican,OH,M03,Trucking,27500,4,1.75
B001306,Troy Balderson,Republican,OH,N02,Tobacco,3500,1,0.22
B001306,Troy Balderson,Republican,OH,A04,Dairy,12500,1,0.79
B001306,Troy Balderson,Republican,OH,C05,Special Trade Contractors,1000,1,0.06
B001306,Troy Balderson,Republican,OH,N13,Steel/Metals/Mining,4500,1,0.29
B001306,Troy Balderson,Republican,OH,F07,Accountants,5500,2,0.35
B001306,Troy Balderson,Republican,OH,F04,Insurance,12500,1,0.79
B001306,Troy Balderson,Republican,OH,A01,Crop Production & Basic Processing,7000,2,0.44
B001306,Troy Balderson,Republican,OH,N04,Retail Sales,0,1,0
B001306,Troy Balderson,Republican,OH,F01,Commercial Banks,1000,1,0.06
B001306,Troy Balderson,Republican,OH,B02,TV/Movies/Music,5000,2,0.32
B001306,Troy Balderson,Republican,OH,Q12,Abortion Policy/Pro-Life,2307,1,0.15
B001306,Troy Balderson,Republican,OH,Q03,Leadership PACs,5000,1,0.32
B001306,Troy Balderson,Republican,OH,Q09,Guns Rights,5500,1,0.35
B001306,Troy Balderson,Republican,OH,M06,Misc Transport,1000,1,0.06
S001211,Greg Stanton,Democratic,AZ,P05,Public Sector Unions,113500,15,9.93
S001211,Greg Stanton,Democratic,AZ,N03,"Beer, Wine & Liquor",10000,1,0.88
S001211,Greg Stanton,Democratic,AZ,N13,Steel/Metals/Mining,28000,2,2.45
S001211,Greg Stanton,Democratic,AZ,Q02,Democratic/Liberal,11000,2,0.96
S001211,Greg Stanton,Democratic,AZ,M05,Sea Transport,21000,4,1.84
S001211,Greg Stanton,Democratic,AZ,F07,Accountants,4000,2,0.35
S001211,Greg Stanton,Democratic,AZ,N12,Misc Manufacturing & Distributing,9500,2,0.83
S001211,Greg Stanton,Democratic,AZ,H02,Hospitals/Nursing Homes,5000,1,0.44
S001211,Greg Stanton,Democratic,AZ,Q10,Guns Control,2000,1,0.18
S001211,Greg Stanton,Democratic,AZ,M03,Trucking,28500,4,2.49
S001211,Greg Stanton,Democratic,AZ,Q11,Abortion Policy/Pro-Choice,1050,2,0.09
S001211,Greg Stanton,Democratic,AZ,K01,Lawyers/Law Firms,7000,3,0.61
S001211,Greg Stanton,Democratic,AZ,Q07,Environment,10,1,0
S001211,Greg Stanton,Democratic,AZ,A01,Crop Production & Basic Processing,1000,1,0.09
S001211,Greg Stanton,Democratic,AZ,E08,Waste Management,2500,1,0.22
S001211,Greg Stanton,Democratic,AZ,N08,Casinos/Gambling,5000,1,0.44
S001211,Greg Stanton,Democratic,AZ,B02,TV/Movies/Music,10000,1,0.88
S001211,Greg Stanton,Democratic,AZ,Q03,Leadership PACs,1500,1,0.13
R000614,Chip Roy,Republican,TX,E08,Waste Management,0,1,0
R000614,Chip Roy,Republican,TX,N03,"Beer, Wine & Liquor",14499,2,6.96
R000614,Chip Roy,Republican,TX,M05,Sea Transport,2000,1,0.96
R000614,Chip Roy,Republican,TX,M03,Trucking,8000,3,3.84
R000614,Chip Roy,Republican,TX,F01,Commercial Banks,1000,1,0.48
R000614,Chip Roy,Republican,TX,K01,Lawyers/Law Firms,2000,1,0.96
R000614,Chip Roy,Republican,TX,Q09,Guns Rights,6000,2,2.88
R000614,Chip Roy,Republican,TX,A07,Agricultural Services/Products,1500,1,0.72
R000614,Chip Roy,Republican,TX,B02,TV/Movies/Music,500,1,0.24
V000129,David G. Valadao,Republican,CA,A07,Agricultural Services/Products,40000,7,0.26
V000129,David G. Valadao,Republican,CA,N03,"Beer, Wine & Liquor",26000,2,0.17
V000129,David G. Valadao,Republican,CA,Q03,Leadership PACs,237932,7,1.57
V000129,David G. Valadao,Republican,CA,Q01,Republican/Conservative,202913,17,1.34
V000129,David G. Valadao,Republican,CA,P05,Public Sector Unions,80258,8,0.53
V000129,David G. Valadao,Republican,CA,E08,Waste Management,41000,5,0.27
V000129,David G. Valadao,Republican,CA,A10,Food Processing & Sales,3000,1,0.02
V000129,David G. Valadao,Republican,CA,N08,Casinos/Gambling,5000,1,0.03
V000129,David G. Valadao,Republican,CA,M05,Sea Transport,8000,2,0.05
V000129,David G. Valadao,Republican,CA,F04,Insurance,3500,1,0.02
H001082,Kevin Hern,Republican,OK,F07,Accountants,70000,9,2.18
H001082,Kevin Hern,Republican,OK,N02,Tobacco,5500,1,0.17
H001082,Kevin Hern,Republican,OK,N12,Misc Manufacturing & Distributing,24500,3,0.76
H001082,Kevin Hern,Republican,OK,H02,Hospitals/Nursing Homes,4000,1,0.12
H001082,Kevin Hern,Republican,OK,M05,Sea Transport,3500,2,0.11
H001082,Kevin Hern,Republican,OK,E08,Waste Management,19500,7,0.61
H001082,Kevin Hern,Republican,OK,P05,Public Sector Unions,1000,1,0.03
H001082,Kevin Hern,Republican,OK,A04,Dairy,5000,1,0.16
H001082,Kevin Hern,Republican,OK,C05,Special Trade Contractors,1000,1,0.03
H001082,Kevin Hern,Republican,OK,N13,Steel/Metals/Mining,20000,1,0.62
H001082,Kevin Hern,Republican,OK,A01,Crop Production & Basic Processing,4000,1,0.12
H001082,Kevin Hern,Republican,OK,F04,Insurance,25000,5,0.78
H001082,Kevin Hern,Republican,OK,F01,Commercial Banks,4000,1,0.12
H001082,Kevin Hern,Republican,OK,F06,Finance/Credit Companies,4500,2,0.14
H001082,Kevin Hern,Republican,OK,K01,Lawyers/Law Firms,6000,1,0.19
H001082,Kevin Hern,Republican,OK,F13,Hedge Funds/Private Equity,10000,1,0.31
H001082,Kevin Hern,Republican,OK,B02,TV/Movies/Music,7000,2,0.22
H001082,Kevin Hern,Republican,OK,Q09,Guns Rights,7500,1,0.23
H001082,Kevin Hern,Republican,OK,N08,Casinos/Gambling,10000,1,0.31
H001090,Josh Harder,Democratic,CA,Q02,Democratic/Liberal,44568,10,2.02
H001090,Josh Harder,Democratic,CA,N03,"Beer, Wine & Liquor",7500,2,0.34
H001090,Josh Harder,Democratic,CA,Q03,Leadership PACs,34500,4,1.57
H001090,Josh Harder,Democratic,CA,P05,Public Sector Unions,107000,13,4.85
H001090,Josh Harder,Democratic,CA,Q14,Misc Issues,21500,2,0.98
H001090,Josh Harder,Democratic,CA,H02,Hospitals/Nursing Homes,5500,1,0.25
H001090,Josh Harder,Democratic,CA,Q10,Guns Control,11500,2,0.52
H001090,Josh Harder,Democratic,CA,Q12,Abortion Policy/Pro-Life,1000,1,0.05
H001090,Josh Harder,Democratic,CA,Q11,Abortion Policy/Pro-Choice,5100,2,0.23
H001090,Josh Harder,Democratic,CA,A04,Dairy,12000,1,0.54
H001090,Josh Harder,Democratic,CA,Q05,Pro-Israel,10846,1,0.49
H001090,Josh Harder,Democratic,CA,A01,Crop Production & Basic Processing,2000,1,0.09
H001090,Josh Harder,Democratic,CA,E08,Waste Management,4000,1,0.18
H001090,Josh Harder,Democratic,CA,A07,Agricultural Services/Products,5000,1,0.23
H001090,Josh Harder,Democratic,CA,M03,Trucking,1000,1,0.05
H001090,Josh Harder,Democratic,CA,N08,Casinos/Gambling,5000,1,0.23
H001090,Josh Harder,Democratic,CA,Q07,Environment,572,1,0.03
H001090,Josh Harder,Democratic,CA,Q08,Human Rights,5000,1,0.23
H001090,Josh Harder,Democratic,CA,B02,TV/Movies/Music,5000,1,0.23
G000587,Sylvia R. Garcia,Democratic,TX,P05,Public Sector Unions,131022,16,13.12
G000587,Sylvia R. Garcia,Democratic,TX,N03,"Beer, Wine & Liquor",11000,2,1.1
G000587,Sylvia R. Garcia,Democratic,TX,E08,Waste Management,3500,1,0.35
G000587,Sylvia R. Garcia,Democratic,TX,A07,Agricultural Services/Products,3000,2,0.3
G000587,Sylvia R. Garcia,Democratic,TX,N04,Retail Sales,8500,1,0.85
G000587,Sylvia R. Garcia,Democratic,TX,M03,Trucking,25500,5,2.55
G000587,Sylvia R. Garcia,Democratic,TX,Q03,Leadership PACs,5000,2,0.5
G000587,Sylvia R. Garcia,Democratic,TX,M05,Sea Transport,6500,3,0.65
G000587,Sylvia R. Garcia,Democratic,TX,F07,Accountants,43000,10,4.31
G000587,Sylvia R. Garcia,Democratic,TX,N12,Misc Manufacturing & Distributing,11500,2,1.15
G000587,Sylvia R. Garcia,Democratic,TX,Q10,Guns Control,2000,1,0.2
G000587,Sylvia R. Garcia,Democratic,TX,Q11,Abortion Policy/Pro-Choice,1050,1,0.11
G000587,Sylvia R. Garcia,Democratic,TX,C05,Special Trade Contractors,90,1,0.01
G000587,Sylvia R. Garcia,Democratic,TX,F01,Commercial Banks,13000,3,1.3
G000587,Sylvia R. Garcia,Democratic,TX,F04,Insurance,6000,2,0.6
G000587,Sylvia R. Garcia,Democratic,TX,K01,Lawyers/Law Firms,1000,1,0.1
G000587,Sylvia R. Garcia,Democratic,TX,Q05,Pro-Israel,8300,1,0.83
G000587,Sylvia R. Garcia,Democratic,TX,A01,Crop Production & Basic Processing,1000,1,0.1
G000587,Sylvia R. Garcia,Democratic,TX,N08,Casinos/Gambling,5000,1,0.5
G000587,Sylvia R. Garcia,Democratic,TX,Q02,Democratic/Liberal,2000,1,0.2
T000278,Tommy Tuberville,Republican,AL,A09,Forestry & Forest Products,3000,1,0.51
T000278,Tommy Tuberville,Republican,AL,E08,Waste Management,10000,1,1.69
T000278,Tommy Tuberville,Republican,AL,Q01,Republican/Conservative,140507,4,23.8
T000278,Tommy Tuberville,Republican,AL,F07,Accountants,2500,1,0.42
T000278,Tommy Tuberville,Republican,AL,B08,Telecom Services & Equipment,8000,3,1.35
T000278,Tommy Tuberville,Republican,AL,E01,Oil & Gas,2500,3,0.42
N000191,Joe Neguse,Democratic,CO,N08,Casinos/Gambling,5000,1,0.29
N000191,Joe Neguse,Democratic,CO,Q14,Misc Issues,6500,1,0.38
C001118,Ben Cline,Republican,VA,M03,Trucking,26000,3,3.55
C001118,Ben Cline,Republican,VA,N12,Misc Manufacturing & Distributing,3000,1,0.41
C001118,Ben Cline,Republican,VA,P05,Public Sector Unions,1000,1,0.14
C001118,Ben Cline,Republican,VA,A04,Dairy,15000,1,2.05
C001118,Ben Cline,Republican,VA,N13,Steel/Metals/Mining,2000,1,0.27
C001118,Ben Cline,Republican,VA,A01,Crop Production & Basic Processing,3000,2,0.41
C001118,Ben Cline,Republican,VA,B02,TV/Movies/Music,1000,1,0.14
C001118,Ben Cline,Republican,VA,A05,Poultry & Eggs,2000,1,0.27
C001118,Ben Cline,Republican,VA,F04,Insurance,3500,1,0.48
H000273,John W. Hickenlooper,Democratic,CO,N08,Casinos/Gambling,5000,1,0.3
H000273,John W. Hickenlooper,Democratic,CO,F09,Mortgage Bankers & Brokers,5000,4,0.3
H000273,John W. Hickenlooper,Democratic,CO,E08,Waste Management,4500,1,0.27
H000273,John W. Hickenlooper,Democratic,CO,Q07,Environment,10000,1,0.61
H000273,John W. Hickenlooper,Democratic,CO,Q02,Democratic/Liberal,27750,4,1.68
H000273,John W. Hickenlooper,Democratic,CO,C50,Building Materials & Equipment,3000,1,0.18
H000273,John W. Hickenlooper,Democratic,CO,N01,Food & Beverage,0,1,0
H000273,John W. Hickenlooper,Democratic,CO,P05,Public Sector Unions,24500,6,1.49
H000273,John W. Hickenlooper,Democratic,CO,Q11,Abortion Policy/Pro-Choice,1110,1,0.07
H000273,John W. Hickenlooper,Democratic,CO,F10,Real Estate,7500,2,0.45
H000273,John W. Hickenlooper,Democratic,CO,A04,Dairy,4000,1,0.24
H000273,John W. Hickenlooper,Democratic,CO,M03,Trucking,0,1,0
H000273,John W. Hickenlooper,Democratic,CO,M02,Automotive,11000,2,0.67
H000273,John W. Hickenlooper,Democratic,CO,B08,Telecom Services & Equipment,-1000,1,-0.06
H000273,John W. Hickenlooper,Democratic,CO,Q10,Guns Control,2500,1,0.15
H000273,John W. Hickenlooper,Democratic,CO,F06,Finance/Credit Companies,10000,1,0.61
H000273,John W. Hickenlooper,Democratic,CO,N03,"Beer, Wine & Liquor",11757,3,0.71
H000273,John W. Hickenlooper,Democratic,CO,E01,Oil & Gas,1500,1,0.09
H000273,John W. Hickenlooper,Democratic,CO,Q03,Leadership PACs,2500,1,0.15
H000273,John W. Hickenlooper,Democratic,CO,W06,Retired,1500,1,0.09
M001212,Barry Moore,Republican,AL,A01,Crop Production & Basic Processing,19000,3,1.87
M001212,Barry Moore,Republican,AL,F01,Commercial Banks,15000,1,1.47
M001212,Barry Moore,Republican,AL,Q09,Guns Rights,2000,1,0.2
S000168,Maria Elvira Salazar,Republican,FL,E08,Waste Management,4000,2,0.18
S000168,Maria Elvira Salazar,Republican,FL,N13,Steel/Metals/Mining,1500,1,0.07
S000168,Maria Elvira Salazar,Republican,FL,M03,Trucking,6000,1,0.27
S000168,Maria Elvira Salazar,Republican,FL,F04,Insurance,8000,3,0.36
S000168,Maria Elvira Salazar,Republican,FL,F01,Commercial Banks,8500,3,0.38
S000168,Maria Elvira Salazar,Republican,FL,B02,TV/Movies/Music,1000,1,0.04
S000168,Maria Elvira Salazar,Republican,FL,Q04,Foreign & Defense Policy,2500,1,0.11
S000168,Maria Elvira Salazar,Republican,FL,Q09,Guns Rights,2000,1,0.09
